Id,Names,Hair_Color,Gender,Tags
1156,Ja'far,Grey Hair,Male,"['Freckles', 'Headscarf', 'Magic User']"
1157,Matt,Brown Hair,Male,"['Goggles', 'Smoker', 'Teenager', 'Video Gamer']"
1158,Nozomu ITOSHIKI,Black Hair,Male,"['Adult', 'Analytical', 'Blinding Bangs', 'Glasses', 'Teacher']"
1159,Saya OTONASHI,Black Hair,Female,"['Amnesia', 'Big Eater', 'Immortal', 'Sword Fighter', 'Vampire']"
1160,Bruno BUCCIARATI,Black Hair,Male,"['Adult', 'Gangster']"
1161,Tsukune AONO,Brown Hair,Male,"['High School Student', 'Teenager']"
1162,Kirari MOMOBAMI,Grey Hair,Female,"['Braids', 'Gambler', 'High School Student', 'Student Council', 'Teenager']"
1163,JOE,Green Hair,Male,"['Adult', 'Athlete', 'Cook', 'Muscular', 'Tattoo']"
1164,Rin,Brown Hair,Female,['Adult']
1165,Wiz,Brown Hair,Female,"['Blinding Bangs', 'Hair Antenna', 'Human Guise', 'Magic User', 'Undead']"
1166,Isao KONDO,Brown Hair,Male,"['Adult', 'Facial Hair', 'Frequently-Naked', 'Shinsengumi', 'Stalker']"
1167,Amu HINAMORI,Pink Hair,Female,"['Child', 'Elementary School Student', 'Magical Girl', 'Student Council']"
1168,Masayuki HORI,Brown Hair,Male,"['Artist', 'High School Student', 'Teenager']"
1169,Kiki,Brown Hair,Female,"['Hair Ribbons', 'Headband', 'Magic User', 'Rosy Cheeks', 'Teenager', 'Witch']"
1170,Hajime NAGUMO,White Hair,Male,"['Analytical', 'Artificial Limb', 'Earth Powers', 'Elemental Powers', 'Eye Patch', 'Gunslinger', 'High School Student', 'Inventor', 'Lightning Powers', 'Magic User', 'Otaku', 'Person in a Strange World', 'Ruthless', 'Scarf', 'Teenager']"
1171,Milim NAVA,Pink Hair,Female,"['Big Ego', 'Demon', 'Dragon', 'Hair Antenna', 'Half-Breed', 'Magic User', 'Pigtails', 'Scantily-clad']"
1172,Junko HATTORI,Blue Hair,Female,"['Class Representative', 'Hair Antenna', 'Magic User', 'Ninja', 'Scar', 'Sword Fighter', 'Teenager', 'Tsundere']"
1173,Kodaka HASEGAWA,Multicolored Hair,Male,"['High School Student', 'Teenager', 'Transfer Student']"
1174,Hanako KOYANAGI,Green Hair,Female,"['Adult', 'Cosplayer', 'Fujoshi', 'Glasses', 'Otaku', 'Ponytail', 'Salaryman']"
1175,Bickslow,Blue Hair,Male,"['Adult', 'Exotic Eyes', 'Magic User', 'Masks', 'Tattoo']"
1176,Tomoyo DAIDOUJI,Black Hair,Female,"['Baker', 'Cameraman', 'Headband', 'LGBT+', 'Singer', 'Tailor', 'Wealthy']"
1177,Ooyama,Brown Hair,Male,"['Angel Beats!', ""Angel Beats! Hell's Kitchen"", 'Angel Beats! Stairway to Heaven']"
1178,Tsukiumi,Blonde Hair,Female,"['Alien', 'Bossy', 'Elemental Powers', 'Genetically Engineered', 'Hot-Headed', 'Tsundere', 'Water Powers']"
1179,Miia,Red Hair,Female,"['Deadly Chef', 'Lamia', 'Monster', 'Overly Long Tongue', 'Pointy Ears', 'Reptile', 'Snaggletooth']"
1180,Ragnarok,,Male,"['Big Eater', 'Bossy', 'Demon']"
1181,Nii,,Male,"['Demon', 'Elemental Powers', 'Magical Familiar', 'Nature Powers']"
1182,Mei TERUMI,Brown Hair,Female,"['Adult', 'Blinding Bangs', 'Ninja', 'Rapunzel Hair']"
1183,Suzune HORIKITA,Black Hair,Female,"['Braids', 'Class Representative', 'Hair Ribbons', 'High School Student', 'Stoic', 'Teenager']"
1184,Kenji MIYAZAWA,Blonde Hair,Male,"['Detective', 'Eternal Optimist', 'Freckles', 'Hat', 'Superpowers', 'Teenager']"
1185,Satori TENDOU,Red Hair,Male,"['Anti-Gravity Hair', 'Athlete', 'Bandages', 'High School Student', 'Teenager', 'Volleyball Player']"
1186,Yamada,Brown Hair,Female,"['Big Ego', 'High School Student', 'Pervert', 'Piercings', 'Teenager']"
1187,Musubi,Brown Hair,Female,"['Alien', 'Eternal Optimist', 'Frequently-Naked', 'Genetically Engineered', 'Gloves', 'Hair Antenna', 'Ponytail']"
1188,Pina,Turquoise Hair,,"['Artificial Intelligence (AI)', 'Dragon', 'Wings']"
1189,Carla JAEGER,Black Hair,Female,"['Adult', 'Ponytail']"
1190,Shion,Purple Hair,Female,"['Deadly Chef', 'Horns', 'Magic User', 'Monster', 'Ponytail']"
1191,Misae SAGARA,Blue Hair,Female,"['Adult', 'Animal Lover', 'Dormitory Head', 'Snaggletooth']"
1192,Takumi ALDINI,Blonde Hair,Male,"['Cook', 'Foreigner', 'High School Student', 'Teenager', 'Tsundere', 'Twin']"
1193,Milly ASHFORD,Blonde Hair,Female,"['High School Student', 'Student Council', 'Teenager']"
1194,Tatsuki ARISAWA,Black Hair,Female,"['High School Student', 'Martial Artist', 'Teenager', 'Tomboy']"
1195,Kikyo,Black Hair,Female,"['Archer', 'Hair Ribbons', 'Healing Powers', 'Ponytail', 'Shrine Maiden']"
1196,Isaac NETERO,White Hair,Male,"['Breathtaking Beard', 'Buddha Ears', 'Elderly', 'Epic Eyebrows', 'Facial Hair', 'Piercings', 'Topknot']"
1197,Felix ARGYLE,Brown Hair,Male,"['Animal Ears', 'Crossdresser', 'Knight', 'Magic User', 'Tail']"
1198,Mohammed AVDOL,Black Hair,Male,"['Adult', 'Dark-skinned', 'Epic Eyebrows', 'Headband', 'Piercings', 'Ponytail']"
1199,Miles,Grey Hair,Male,"['Adult', 'Dark-skinned', 'Military', 'Ponytail', 'Sunglasses']"
1200,Twenty-Fifth Bam,Brown Hair,Male,['Pacifist']
1201,Kazunari TAKAO,Black Hair,Male,"['Athlete', 'Basketball Player', 'High School Student', 'Mischievous', 'Teenager']"
1202,Benimaru SHINMON,Black Hair,Male,"['Adult', 'Elemental Powers', 'Exotic Eyes', 'Firefighter', 'Fire Powers', 'Gloves', 'Heterochromia', 'Martial Artist', 'Psychic Powers', 'Superpowers', 'Unconventional Weapon']"
1203,Kotonoha KATSURA,Black Hair,Female,"['Bookworm', 'High School Student', 'Shy', 'Teenager']"
1204,Fujimaki,Black Hair,Male,['Delinquent']
1205,Lucy ASHLEY,Blonde Hair,Female,['Hot-Headed']
1206,Riki NENDOU,Multicolored Hair,Male,"['Airhead', 'Cleft Chin', 'Facial Hair', 'High School Student', 'Mohawk', 'Scar', 'Teenager']"
1207,Johan LIEBERT,Blonde Hair,Male,"['Adult', 'Charismatic', 'Manipulative', 'Ruthless', 'Twin']"
1208,Zeno,Blonde Hair,Male,"['Headband', 'Scarf', 'Superpowers', 'Traveler']"
